doc_id	court_code	judgment_code	justice_kind	category_code	cause_num	adjudication_date	receipt_date	judge	doc_url	status	date_publ
86740284	1308	2	4	40178	444/2403/19	"2019-12-17 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/d3964a6dfd24e7f4a44f80c8599f73f3.rtf	1	"2020-01-02 00:00:00+02"
86740017	0814	5	1	40394	334/8674/19	"2019-12-21 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ісаков Д. О."	http://od.reyestr.court.gov.ua/files/43/aeccd8f71c3690184d1eb00efeae9dd3.rtf	1	"2020-01-02 00:00:00+02"
86740030	1313	2	5	41010	447/2882/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Карбовнік І. М."	http://od.reyestr.court.gov.ua/files/43/4f99c8b9347311bec7aa9b6e65779713.rtf	1	"2020-01-02 00:00:00+02"
86740052	0527	2	5	41147	233/8960/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Міросєді А. І."	http://od.reyestr.court.gov.ua/files/43/2ca63e48b4aa2ec80409df778ed8f9e3.rtf	1	"2020-01-02 00:00:00+02"
86740053	1314	2	5	41090	448/852/19	"2019-09-09 00:00:00+03"	"2020-01-01 00:00:00+02"	"Кічак Ю. В."	http://od.reyestr.court.gov.ua/files/43/4125ceacc4f908d767650f195f4671df.rtf	1	"2020-01-02 00:00:00+02"
86740091	0708	5	1	41462	304/379/18	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ганько І. І."	http://od.reyestr.court.gov.ua/files/43/89fed2dba8a83f0904027990d48075b5.rtf	1	"2020-01-02 00:00:00+02"
86740104	0708	2	5	41133	304/2039/19	"2019-12-30 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ганько І. І."	http://od.reyestr.court.gov.ua/files/43/063834b1d627d0c09c06002bb412ba00.rtf	1	"2020-01-02 00:00:00+02"
86740113	0709	5	1	40373	305/1939/19	"2019-10-25 00:00:00+03"	"2020-01-01 00:00:00+02"	"Бліщ О. Б."	http://od.reyestr.court.gov.ua/files/43/b1a8c9b68eb5f15808229fe774dbb1c0.rtf	1	"2020-01-02 00:00:00+02"
86740127	0713	2	5	41080	309/3690/19	"2019-12-24 00:00:00+02"	"2020-01-01 00:00:00+02"	"Довжанин М. М."	http://od.reyestr.court.gov.ua/files/43/fac178ca20d41d88a699d8ef1948a0e2.rtf	1	"2020-01-02 00:00:00+02"
86740131	0713	2	5	41289	309/3379/19	"2019-12-24 00:00:00+02"	"2020-01-01 00:00:00+02"	"Довжанин М. М."	http://od.reyestr.court.gov.ua/files/43/562d8c5348253c01d1027ad09aa7956c.rtf	1	"2020-01-02 00:00:00+02"
86740149	0814	5	1	40376	334/8526/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ісаков Д. О."	http://od.reyestr.court.gov.ua/files/43/2c47db6065b4aff10ca8c70eefcaa8b9.rtf	1	"2020-01-02 00:00:00+02"
86740165	1314	2	5	41090	448/799/19	"2019-08-12 00:00:00+03"	"2020-01-01 00:00:00+02"	"Кічак Ю. В."	http://od.reyestr.court.gov.ua/files/43/f80d4e05fe7223d5c510c9b9ac697f9d.rtf	1	"2020-01-02 00:00:00+02"
86740172	1901	5	1	40363	593/1572/19	"2019-12-30 00:00:00+02"	"2020-01-01 00:00:00+02"	"Шміло В. І."	http://od.reyestr.court.gov.ua/files/43/f0c4dfe3c5c2c437a0c35ec451f6059d.rtf	1	"2020-01-02 00:00:00+02"
86740199	0614	5	1	40326	283/2846/19	"2019-12-25 00:00:00+02"	"2020-01-01 00:00:00+02"	"Тимошенко А. О."	http://od.reyestr.court.gov.ua/files/43/24ed6f49c76dbbdae23be7d882cb7399.rtf	1	"2020-01-02 00:00:00+02"
86740218	0828	2	5	41160	330/2450/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Федорець С. В."	http://od.reyestr.court.gov.ua/files/43/262df4672bcdaed00d810234956794db.rtf	1	"2020-01-02 00:00:00+02"
86740232	0828	5	1	40377	330/2878/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Федорець С. В."	http://od.reyestr.court.gov.ua/files/43/722be67ddd6d15192c96492f872bca44.rtf	1	"2020-01-02 00:00:00+02"
86740262	1308	5	1	40377	444/3219/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/455d939c98608f09a797937e05c3ede6.rtf	1	"2020-01-02 00:00:00+02"
86740270	0828	2	5	41280	330/2687/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Куценко О. О."	http://od.reyestr.court.gov.ua/files/43/cb423920ef8df970ab1cc617f7c0fdaf.rtf	1	"2020-01-02 00:00:00+02"
86740308	1308	5	1	40346	444/3227/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/61297a90556ea708b957e873b416b01e.rtf	1	"2020-01-02 00:00:00+02"
86740320	1308	2	5	41077	444/2974/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/e1e72e67a9b672beff7c9c8e5952537a.rtf	1	"2020-01-02 00:00:00+02"
86740323	1308	2	5	41080	444/3025/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/56bff84814fe38095192d549952e5e8e.rtf	1	"2020-01-02 00:00:00+02"
86740340	1716	2	5	41237	570/1194/19	"2019-04-05 00:00:00+03"	"2020-01-01 00:00:00+02"	"Остапчук Л.В."	http://od.reyestr.court.gov.ua/files/43/4d93c6bc97af197982472f70b1323e4d.rtf	1	"2020-01-02 00:00:00+02"
86740343	1716	2	5	41126	570/1750/19	"2019-05-31 00:00:00+03"	"2020-01-01 00:00:00+02"	"Остапчук Л.В."	http://od.reyestr.court.gov.ua/files/43/0939a8af5b271294042b432bde1d7337.rtf	1	"2020-01-02 00:00:00+02"
86740348	1716	2	5	41149	570/112/19	"2019-02-01 00:00:00+02"	"2020-01-01 00:00:00+02"	"Остапчук Л.В."	http://od.reyestr.court.gov.ua/files/43/cb7367376d6ef5661a53c7d9ae604463.rtf	1	"2020-01-02 00:00:00+02"
86740550	0814	5	1	40316	334/8629/19	"2019-12-19 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ісаков Д. О."	http://od.reyestr.court.gov.ua/files/43/7b781bb172b16e30256853e88e06ae9c.rtf	1	"2020-01-02 00:00:00+02"
86740556	0820	5	1	11671	324/1208/19	"2019-10-21 00:00:00+03"	"2020-01-01 00:00:00+02"	"Іванченко М. В."	http://od.reyestr.court.gov.ua/files/43/f6c94b9124a231983c30c09f446c98e0.rtf	1	"2020-01-02 00:00:00+02"
86740205	2607	5	2	40466	758/16248/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Корнілова Ж. О."	http://od.reyestr.court.gov.ua/files/43/2d6c51e9fe911351c6508f0eb455e557.rtf	1	"2020-01-02 00:00:00+02"
86740047	1314	5	2	40464	448/78/17	"2019-12-17 00:00:00+02"	"2020-01-01 00:00:00+02"	"Кічак Ю. В."	http://od.reyestr.court.gov.ua/files/43/2eb2e0cd24ef3aad4b4d88ad63a6b294.rtf	1	"2020-01-02 00:00:00+02"
86740465	2607	2	5	41083	758/10230/19	"2019-09-10 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/a6f02e20924298db81f36e579f288d4d.rtf	1	"2020-01-02 00:00:00+02"
86740454	2607	2	5	41101	758/10587/19	"2019-11-01 00:00:00+02"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/63a5941855274e9a4d6359c7b1c1c77f.rtf	1	"2020-01-02 00:00:00+02"
86740433	2607	2	5	41237	758/3024/19	"2019-06-01 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/e9ed72b2ed683f259a5776e002f001af.rtf	1	"2020-01-02 00:00:00+02"
86740417	2607	2	5	41256	758/4590/19	"2019-04-17 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/4c5226f02619cdc0c9141ff787fa8b52.rtf	1	"2020-01-02 00:00:00+02"
86740407	2607	2	5	5888	758/271/18	"2019-01-15 00:00:00+02"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/1ed0dc7152182f0d200351ebdecdb8de.rtf	1	"2020-01-02 00:00:00+02"
86740204	2607	5	1	40375	758/4647/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Корнілова Ж. О."	http://od.reyestr.court.gov.ua/files/43/c21e096109eae89520fed120f54c6d55.rtf	1	"2020-01-02 00:00:00+02"
86740387	2601	5	1	11671	752/21927/16-ц	"2019-11-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/3d9830656deddbb8c2039e0b79c4ed25.rtf	1	"2020-01-02 00:00:00+02"
86740509	2610	2	5	6001	761/12398/18	"2019-02-14 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/82a5c577666904b16bdb8d51a6857a77.rtf	1	"2020-01-02 00:00:00+02"
86740520	2610	2	5	41237	761/36523/19	"2019-09-17 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/bb5276efd60ebf652b6d058fa5c25b56.rtf	1	"2020-01-02 00:00:00+02"
86740468	2610	2	5	41216	761/25489/19	"2019-07-30 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740476	2610	2	5	41379	761/6529/19	"2019-04-18 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/e300bd697fd95cacb28b67797a875ab8.rtf	1	"2020-01-02 00:00:00+02"
86740529	2610	2	5	5964	761/1614/18	"2019-04-12 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/285d6e757ec5108ce15a19632bda97e8.rtf	1	"2020-01-02 00:00:00+02"
86740531	2610	2	5	6098	761/34384/18	"2019-01-29 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/d98a0dae1f022a1477457cc0745eef2f.rtf	1	"2020-01-02 00:00:00+02"
86740533	2610	2	5	41241	761/3512/19	"2019-02-08 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/8444615f60d95e6873656226aa7dfefb.rtf	1	"2020-01-02 00:00:00+02"
86739956	0527	2	5	41147	233/8962/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Міросєді А. І."	http://od.reyestr.court.gov.ua/files/43/8f03916421e72eda2c531b2c8caf5b85.rtf	1	"2020-01-02 00:00:00+02"
86739957	0527	2	5	41133	233/9075/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Міросєді А. І."	http://od.reyestr.court.gov.ua/files/43/9c1044099de5f7fcfedd32970c74dd81.rtf	1	"2020-01-02 00:00:00+02"
86739979	0708	2	5	41080	304/2036/19	"2019-12-30 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ганько І. І."	http://od.reyestr.court.gov.ua/files/43/f441c4d1f803a42c77ef5a95f8127dfa.rtf	1	"2020-01-02 00:00:00+02"
86739991	0709	5	1	40376	305/2075/19	"2019-12-30 00:00:00+02"	"2020-01-01 00:00:00+02"	"Бліщ О. Б."	http://od.reyestr.court.gov.ua/files/43/a77c93ecdf4054d7ac7fb5794b912c45.rtf	1	"2020-01-02 00:00:00+02"
86739992	0709	5	1	41457	305/402/16-ц	"2019-12-30 00:00:00+02"	"2020-01-01 00:00:00+02"	"Бліщ О. Б."	http://od.reyestr.court.gov.ua/files/43/f57cc881d9be43b187b2599cf6cd04bd.rtf	1	"2020-01-02 00:00:00+02"
86739993	0713	5	1	1073	309/1855/18	"2019-09-26 00:00:00+03"	"2020-01-01 00:00:00+02"	"Довжанин М. М."	http://od.reyestr.court.gov.ua/files/43/1859f4c515db51287dfe78e67943a122.rtf	1	"2020-01-02 00:00:00+02"
86740007	0713	5	1	40367	309/2167/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Кемінь В. Д."	http://od.reyestr.court.gov.ua/files/43/bbe0ba593364197cb430004898b9092c.rtf	1	"2020-01-02 00:00:00+02"
86740020	0814	5	1	40349	324/1894/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ісаков Д. О."	http://od.reyestr.court.gov.ua/files/43/abd00f3342b1ce08ab83367a286b0f8d.rtf	1	"2020-01-02 00:00:00+02"
86740021	0814	5	1	40375	334/8601/19	"2019-12-24 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ісаков Д. О."	http://od.reyestr.court.gov.ua/files/43/686672f8565ae10c938d141829ce8e21.rtf	1	"2020-01-02 00:00:00+02"
86740031	1313	2	5	41090	447/2878/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Карбовнік І. М."	http://od.reyestr.court.gov.ua/files/43/dfc418a566a8a4a91d1f88bba51d0c15.rtf	1	"2020-01-02 00:00:00+02"
86740046	0516	2	5	41235	229/4748/19	"2019-10-05 00:00:00+03"	"2020-01-01 00:00:00+02"	"Грубник О. М."	http://od.reyestr.court.gov.ua/files/43/d922b4387762d9677739d3461b3d2bef.rtf	1	"2020-01-02 00:00:00+02"
86740054	0527	2	5	41133	233/9076/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Міросєді А. І."	http://od.reyestr.court.gov.ua/files/43/77d298967485f4a79ea9680be41e5d31.rtf	1	"2020-01-02 00:00:00+02"
86740074	0706	5	1	40322	302/1251/19	"2019-12-24 00:00:00+02"	"2020-01-01 00:00:00+02"	"Гайдур А. Ю."	http://od.reyestr.court.gov.ua/files/43/0292003ea0f23b7cf590cba4c62bf8c8.rtf	1	"2020-01-02 00:00:00+02"
86740102	2218	2	5	41280	686/3338/19	"2019-02-26 00:00:00+02"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/2c61587af4dca82fd44df30118c137ac.rtf	1	"2020-01-02 00:00:00+02"
86740111	0708	5	1	1073	304/1196/16-ц	"2019-12-26 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ганько І. І."	http://od.reyestr.court.gov.ua/files/43/251cf1aeb73a209c300ad6a79f1f77a0.rtf	1	"2020-01-02 00:00:00+02"
86740112	2218	2	5	41235	686/10930/19	"2019-04-19 00:00:00+03"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/bb259119e50fae9963da0869d21e4f97.rtf	1	"2020-01-02 00:00:00+02"
86740119	0709	5	1		305/2372/19	"2019-12-31 00:00:00+02"	"2020-01-01 00:00:00+02"	"Ємчук В. Е."	http://od.reyestr.court.gov.ua/files/43/d8c9d67e7c255e35a1181b210644ef99.rtf	1	"2020-01-02 00:00:00+02"
86740121	0713	5	1	40394	309/3652/19	"2019-12-20 00:00:00+02"	"2020-01-01 00:00:00+02"	"Довжанин М. М."	http://od.reyestr.court.gov.ua/files/43/d0a45a6967ca00c235b1ac4c15f406ef.rtf	1	"2020-01-02 00:00:00+02"
86740150	0820	5	1	1067	324/2311/18	"2019-07-19 00:00:00+03"	"2020-01-01 00:00:00+02"	"Іванченко М. В."	http://od.reyestr.court.gov.ua/files/43/0e46d7be3cd7e9e3c7165920dd25c900.rtf	1	"2020-01-02 00:00:00+02"
86740151	0820	5	4	40178	324/1975/19	"2019-12-11 00:00:00+02"	"2020-01-01 00:00:00+02"	"Іванченко М. В."	http://od.reyestr.court.gov.ua/files/43/5c76aa66066c9b2c975c3f6c6797b006.rtf	1	"2020-01-02 00:00:00+02"
86740153	1313	5	1	40376	447/2466/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Карбовнік І. М."	http://od.reyestr.court.gov.ua/files/43/b61661c960c6a73a8b0a6653eac74e9e.rtf	1	"2020-01-02 00:00:00+02"
86740170	1314	5	1	40327	448/867/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Кічак Ю. В."	http://od.reyestr.court.gov.ua/files/43/4f5953e1fc737ae0039d0204fd0b583c.rtf	1	"2020-01-02 00:00:00+02"
86740180	2218	4	1	40395	686/5914/19	"2019-03-18 00:00:00+02"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/b65ef33bf04d185a1e6dd7550dc88788.rtf	1	"2020-01-02 00:00:00+02"
86740183	2218	2	5	41080	686/23425/19	"2019-09-06 00:00:00+03"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/8dbb052f683006bdd4a44b45e68c6fc8.rtf	1	"2020-01-02 00:00:00+02"
86740184	2218	2	5	41080	686/29850/19	"2019-11-06 00:00:00+02"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/95c838ac86acabb5694447363ab700b0.rtf	1	"2020-01-02 00:00:00+02"
86740185	2218	2	5	41080	686/19044/19	"2019-07-24 00:00:00+03"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/99f372fd061522bf5cfa272bb9bc5e78.rtf	1	"2020-01-02 00:00:00+02"
86740191	2218	2	5	41280	686/3338/19	"2019-04-19 00:00:00+03"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/0a53fdbc76aa79ba3f816f9968a08f47.rtf	1	"2020-01-02 00:00:00+02"
86740197	2218	2	5	41233	686/7343/19	"2019-04-01 00:00:00+03"	"2020-01-01 00:00:00+02"	"Салоїд Н. М."	http://od.reyestr.court.gov.ua/files/43/2591012305e41aed2eb23038543055a4.rtf	1	"2020-01-02 00:00:00+02"
86740238	0828	2	5	41237	330/2826/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Куценко О. О."	http://od.reyestr.court.gov.ua/files/43/193dee8a9a26105ed7ce3b6c05aa5cab.rtf	1	"2020-01-02 00:00:00+02"
86740260	1308	5	1	40346	444/3220/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/e4aee4c20f3995c681f7e11a2fb199c0.rtf	1	"2020-01-02 00:00:00+02"
86740271	1308	2	5	41260	444/3297/19	"2019-12-27 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/4706d3bf94f573c776b3784c14da6e31.rtf	1	"2020-01-02 00:00:00+02"
86740288	0828	2	5	41237	330/2826/19	"2019-12-23 00:00:00+02"	"2020-01-01 00:00:00+02"	"Куценко О. О."	http://od.reyestr.court.gov.ua/files/43/f82a49637fe9ee15c32996b6d35c4f99.rtf	1	"2020-01-02 00:00:00+02"
86740309	1308	5	1	40376	444/3212/19	"2019-12-28 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/ac54452865c83401474a4e60366db512.rtf	1	"2020-01-02 00:00:00+02"
86740311	1308	5	1	40346	444/1061/19	"2019-12-09 00:00:00+02"	"2020-01-01 00:00:00+02"	"Зеліско Р. Й."	http://od.reyestr.court.gov.ua/files/43/e899e243cf8524a95f27b8288739cb73.rtf	1	"2020-01-02 00:00:00+02"
86740339	1716	2	5	41280	570/395/19	"2019-02-06 00:00:00+02"	"2020-01-01 00:00:00+02"	"Остапчук Л.В."	http://od.reyestr.court.gov.ua/files/43/3ab30fa79f1db56f08f765e62b00f426.rtf	1	"2020-01-02 00:00:00+02"
86740342	1716	2	5	41126	570/1829/19	"2019-05-31 00:00:00+03"	"2020-01-01 00:00:00+02"	"Остапчук Л.В."	http://od.reyestr.court.gov.ua/files/43/fde6f1c2e09c2acb757c0649b26dcad2.rtf	1	"2020-01-02 00:00:00+02"
86740554	0820	5	4	40142	324/1589/17	"2019-12-26 00:00:00+02"	"2020-01-01 00:00:00+02"	"Іванченко М. В."	http://od.reyestr.court.gov.ua/files/43/603610d889c15aef3cccbcdcaa5b3bf7.rtf	1	"2020-01-02 00:00:00+02"
86740404	2601	3	1	40376	752/1051/19	"2019-12-06 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/5631f556506b27fd327e677c3f264360.rtf	1	"2020-01-02 00:00:00+02"
86740373	2601	3	1	40376	752/16848/19	"2019-11-19 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/5fe1febf930648f112432b04bd6a246c.rtf	1	"2020-01-02 00:00:00+02"
86740366	2601	3	1	1078	752/26216/18	"2019-12-05 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/5cceb3643d43536fa4082ba6fb3cf4c8.rtf	1	"2020-01-02 00:00:00+02"
86740401	2601	3	1	1067	752/2555/17	"2019-11-08 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/2db33510649ad2d708c76bc868bb1b56.rtf	1	"2020-01-02 00:00:00+02"
86740397	2601	3	1	1067	752/18699/18	"2019-05-08 00:00:00+03"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/b5d6eacf82579c8c102b64f8c777c0ec.rtf	1	"2020-01-02 00:00:00+02"
86740369	2601	5	1	40376	752/349/19	"2019-12-05 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/b7234cb3ad7e46769a00dd614ebbd6e0.rtf	1	"2020-01-02 00:00:00+02"
86740378	2601	5	1	11671	752/21017/15-ц	"2019-12-06 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/a8a0600f9bfcf07b93e8c4b9b2d10e31.rtf	1	"2020-01-02 00:00:00+02"
86740466	2607	2	5	41380	758/10066/19	"2019-11-04 00:00:00+02"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/5a41a6d78d96f0d9a7b1422492da2dee.rtf	1	"2020-01-02 00:00:00+02"
86740430	2607	2	5	41072	758/6356/19	"2019-08-08 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/e2b682e89b4056e0cbf66f08d0b667b4.rtf	1	"2020-01-02 00:00:00+02"
86740429	2607	2	5	41256	758/9994/19	"2019-10-15 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/87e137eb2009a57411c87042f5cfb731.rtf	1	"2020-01-02 00:00:00+02"
86740423	2607	2	5	41237	758/10109/19	"2019-10-15 00:00:00+03"	"2020-01-01 00:00:00+02"	"Отвіновський П. Л."	http://od.reyestr.court.gov.ua/files/43/5c4691c6794adcac6a576b53386fc0e6.rtf	1	"2020-01-02 00:00:00+02"
86740392	2601	5	1	41452	752/10434/19	"2019-09-10 00:00:00+03"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/7c64f611a4eeb1ca210579d4d83f5aa3.rtf	1	"2020-01-02 00:00:00+02"
86740399	2601	5	1	41454	752/5854/18	"2019-11-25 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/35ff0411bd658ee359162056afc75d0f.rtf	1	"2020-01-02 00:00:00+02"
86740395	2601	5	1	11671	752/6370/16-ц	"2019-08-30 00:00:00+03"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/d55598eccb41cb217755a809790defc9.rtf	1	"2020-01-02 00:00:00+02"
86740398	2601	5	1	11671	752/5320/19	"2019-08-16 00:00:00+03"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/75ac48046e6bca35d0e00e76d09bcb68.rtf	1	"2020-01-02 00:00:00+02"
86740406	2601	5	1	11671	2-1860/12	"2019-09-03 00:00:00+03"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/8a45f4f60762303e30b44e9d681c4828.rtf	1	"2020-01-02 00:00:00+02"
86740508	2610	2	5	6072	761/10605/18	"2019-03-18 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/d874a15b19cf94a537a82a08b2b33996.rtf	1	"2020-01-02 00:00:00+02"
86740522	2610	2	5	41237	761/22184/19	"2019-06-03 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/49e87e14b59a47929bcf6b2339852b19.rtf	1	"2020-01-02 00:00:00+02"
86740483	2610	2	5	5952	761/30577/18	"2019-02-14 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740486	2610	2	5	41090	761/12780/19	"2019-07-02 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740487	2610	2	5	41090	761/28327/19	"2019-10-09 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740488	2610	2	5	41090	761/25398/19	"2019-09-04 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740492	2610	2	5	5952	761/3399/18	"2019-02-11 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740495	2610	2	5	5861	761/33328/18	"2019-02-11 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740471	2610	2	5	41216	761/25152/19	"2019-07-09 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740472	2610	2	5	41280	761/9098/19	"2019-03-05 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."		0	"2020-01-02 00:00:00+02"
86740478	2610	2	5	41090	761/15088/19	"2019-07-15 00:00:00+03"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/be513fb6c437ea355c1da44da714d60f.rtf	1	"2020-01-02 00:00:00+02"
86740479	2610	2	5	5952	761/6526/18	"2019-02-13 00:00:00+02"	"2020-01-01 00:00:00+02"	"Мартинов Є. О."	http://od.reyestr.court.gov.ua/files/43/2d670f1a947fcf41ac4eaeec40d0bd14.rtf	1	"2020-01-02 00:00:00+02"
86740382	2601	5	1	11671	752/17780/16-ц	"2019-12-04 00:00:00+02"	"2020-01-01 00:00:00+02"	"Колдіна О. О."	http://od.reyestr.court.gov.ua/files/43/405edf3079f71b16b8250d841ac1df79.rtf	1	"2020-01-02 00:00:00+02"
